neutral_id,status,reason,molecular_weight_g_mol,cation_id,anion_id
libe-642472,rejected,not_closed_shell,,,
libe-642640,rejected,not_closed_shell,,,
libe-136265,rejected,not_closed_shell,,,
libe-136933,rejected,not_closed_shell,,,
libe-117019,rejected,not_closed_shell,57.072,,
libe-117023,rejected,not_closed_shell,57.072,,
libe-117027,rejected,not_closed_shell,57.072,,
libe-117034,rejected,not_closed_shell,57.072,,
libe-117035,rejected,not_closed_shell,57.072,,
libe-117037,rejected,not_closed_shell,57.072,,
libe-183312,rejected,not_closed_shell,57.072,,
libe-518861,rejected,not_closed_shell,57.072,,
libe-528056,rejected,not_closed_shell,57.072,,
libe-121697,rejected,not_closed_shell,,,
libe-631878,rejected,not_closed_shell,,,
libe-631959,rejected,not_closed_shell,,,
libe-631986,rejected,not_closed_shell,,,
libe-632007,rejected,not_closed_shell,,,
libe-632037,rejected,not_closed_shell,,,
libe-632047,rejected,not_closed_shell,,,
libe-632076,rejected,not_closed_shell,,,
libe-632103,rejected,not_closed_shell,,,
libe-632108,rejected,not_closed_shell,,,
libe-632117,rejected,not_closed_shell,,,
libe-632184,rejected,not_closed_shell,,,
libe-632188,rejected,not_closed_shell,,,
libe-632284,rejected,not_closed_shell,,,
libe-632480,rejected,not_closed_shell,,,
libe-137388,rejected,not_closed_shell,,,
libe-115780,rejected,not_closed_shell,,,
libe-115781,rejected,not_closed_shell,,,
libe-115782,rejected,not_closed_shell,,,
libe-120457,rejected,not_closed_shell,,,
libe-120473,rejected,not_closed_shell,,,
libe-121129,rejected,not_closed_shell,,,
libe-121132,rejected,not_closed_shell,,,
libe-121133,rejected,not_closed_shell,,,
libe-121134,rejected,not_closed_shell,,,
libe-121135,rejected,not_closed_shell,,,
libe-121137,rejected,not_closed_shell,,,
libe-121140,rejected,not_closed_shell,,,
libe-121141,rejected,not_closed_shell,,,
libe-121144,rejected,not_closed_shell,,,
libe-121147,rejected,not_closed_shell,,,
libe-121155,rejected,not_closed_shell,,,
libe-121674,rejected,not_closed_shell,,,
libe-182997,rejected,not_closed_shell,,,
libe-183004,rejected,not_closed_shell,,,
libe-183130,rejected,not_closed_shell,,,
libe-183179,rejected,not_closed_shell,,,
libe-183245,rejected,not_closed_shell,,,
libe-201590,rejected,not_closed_shell,,,
libe-202098,rejected,not_closed_shell,,,
libe-202292,rejected,not_closed_shell,,,
libe-631635,rejected,not_closed_shell,,,
libe-631667,rejected,not_closed_shell,,,
libe-631933,rejected,not_closed_shell,,,
libe-515667,rejected,disallowed_element,,,
libe-520742,rejected,not_closed_shell,,,
libe-121681,rejected,disallowed_element,,,
libe-121683,rejected,disallowed_element,,,
libe-136324,rejected,disallowed_element,,,
libe-135796,rejected,disallowed_element,,,
libe-224552,rejected,not_closed_shell,,,
libe-141561,rejected,disallowed_element,,,
libe-459996,rejected,disallowed_element,,,
libe-521850,rejected,not_closed_shell,,,
libe-115931,rejected,not_closed_shell,25.029999999999998,,
libe-141103,rejected,not_closed_shell,,,
libe-141139,rejected,not_closed_shell,,,
libe-141228,rejected,not_closed_shell,,,
libe-141294,rejected,not_closed_shell,,,
libe-141353,rejected,not_closed_shell,,,
libe-141359,rejected,not_closed_shell,,,
libe-141372,rejected,not_closed_shell,,,
libe-141458,rejected,not_closed_shell,,,
libe-141470,rejected,not_closed_shell,,,
libe-141479,rejected,not_closed_shell,,,
libe-141647,rejected,not_closed_shell,,,
libe-390675,rejected,not_closed_shell,,,
libe-391273,rejected,not_closed_shell,,,
libe-399243,rejected,not_closed_shell,,,
libe-401936,rejected,not_closed_shell,,,
libe-136084,rejected,not_closed_shell,,,
libe-136483,rejected,not_closed_shell,,,
libe-136532,rejected,not_closed_shell,,,
libe-137160,rejected,not_closed_shell,,,
libe-121669,rejected,disallowed_element,,,
libe-514460,rejected,not_closed_shell,,,
libe-514634,rejected,not_closed_shell,,,
libe-517361,rejected,not_closed_shell,,,
libe-519845,rejected,not_closed_shell,,,
libe-519900,rejected,not_closed_shell,,,
libe-118502,rejected,disallowed_element,,,
libe-118509,rejected,disallowed_element,,,
libe-118520,rejected,disallowed_element,,,
libe-119380,rejected,disallowed_element,,,
libe-119382,rejected,disallowed_element,,,
libe-119429,rejected,disallowed_element,,,
libe-640503,rejected,not_closed_shell,,,
libe-640507,rejected,not_closed_shell,,,
libe-640574,rejected,not_closed_shell,,,
libe-640592,rejected,not_closed_shell,,,
libe-640634,rejected,not_closed_shell,,,
libe-640977,rejected,not_closed_shell,,,
libe-117814,rejected,not_closed_shell,,,
libe-117815,rejected,not_closed_shell,,,
libe-136950,rejected,not_closed_shell,,,
libe-118584,rejected,not_closed_shell,,,
libe-118590,rejected,not_closed_shell,,,
libe-208521,rejected,not_closed_shell,,,
libe-119072,rejected,not_closed_shell,,,
libe-119087,rejected,not_closed_shell,,,
libe-119610,rejected,not_closed_shell,,,
libe-119613,rejected,not_closed_shell,,,
libe-119631,rejected,not_closed_shell,,,
libe-119637,rejected,not_closed_shell,,,
libe-119641,rejected,not_closed_shell,,,
libe-119642,rejected,not_closed_shell,,,
libe-137289,rejected,not_closed_shell,,,
libe-137324,rejected,not_closed_shell,,,
libe-201672,rejected,not_closed_shell,,,
libe-517320,rejected,not_closed_shell,,,
libe-518911,rejected,not_closed_shell,,,
libe-520925,rejected,not_closed_shell,,,
libe-523561,rejected,not_closed_shell,,,
libe-525748,rejected,not_closed_shell,,,
libe-527059,rejected,not_closed_shell,,,
libe-511050,rejected,disallowed_element,,,
libe-518989,rejected,disallowed_element,,,
libe-643097,rejected,not_closed_shell,,,
libe-518863,rejected,not_closed_shell,,,
libe-545696,rejected,disallowed_element,,,
libe-642031,rejected,not_closed_shell,,,
libe-118086,rejected,missing_cation_match,118.088,,
libe-497576,rejected,not_closed_shell,74.077,,
libe-137633,rejected,disallowed_element,,,
libe-138196,rejected,disallowed_element,,,
libe-501734,rejected,disallowed_element,,,
libe-501447,rejected,not_closed_shell,,,
libe-501944,rejected,not_closed_shell,,,
libe-116097,rejected,not_closed_shell,,,
libe-120963,rejected,not_closed_shell,,,
libe-120966,rejected,not_closed_shell,,,
libe-121720,rejected,not_closed_shell,,,
libe-121723,rejected,not_closed_shell,,,
libe-199446,rejected,not_closed_shell,,,
libe-631205,rejected,not_closed_shell,,,
libe-631215,rejected,not_closed_shell,,,
libe-634028,rejected,not_closed_shell,,,
libe-634029,rejected,not_closed_shell,,,
libe-116816,rejected,not_closed_shell,,,
libe-116087,rejected,not_closed_shell,,,
libe-117443,rejected,not_closed_shell,59.044,,
libe-117445,rejected,not_closed_shell,59.044,,
libe-117446,rejected,not_closed_shell,59.044,,
libe-117452,rejected,not_closed_shell,59.044,,
libe-117454,rejected,not_closed_shell,59.044,,
libe-207831,rejected,not_closed_shell,59.044,,
libe-210226,rejected,not_closed_shell,59.044,,
libe-121091,rejected,not_closed_shell,,,
libe-173942,rejected,not_closed_shell,,,
libe-173950,rejected,not_closed_shell,,,
libe-173960,rejected,not_closed_shell,,,
libe-174781,rejected,not_closed_shell,,,
libe-174822,rejected,not_closed_shell,,,
libe-174861,rejected,not_closed_shell,,,
libe-174867,rejected,not_closed_shell,,,
libe-174952,rejected,not_closed_shell,,,
libe-174974,rejected,not_closed_shell,,,
libe-175210,rejected,not_closed_shell,,,
libe-175221,rejected,not_closed_shell,,,
libe-221674,rejected,not_closed_shell,,,
libe-631252,rejected,not_closed_shell,,,
libe-631264,rejected,not_closed_shell,,,
libe-631288,rejected,not_closed_shell,,,
libe-631290,rejected,not_closed_shell,,,
libe-631325,rejected,not_closed_shell,,,
libe-631346,rejected,not_closed_shell,,,
libe-631647,rejected,not_closed_shell,,,
libe-631821,rejected,not_closed_shell,,,
libe-631900,rejected,not_closed_shell,,,
libe-631957,rejected,not_closed_shell,,,
libe-631988,rejected,not_closed_shell,,,
libe-136747,rejected,disallowed_element,,,
libe-136753,rejected,disallowed_element,,,
libe-516697,rejected,not_closed_shell,,,
libe-501310,rejected,not_closed_shell,,,
libe-118580,rejected,disallowed_element,,,
libe-182827,rejected,disallowed_element,,,
libe-224725,rejected,not_closed_shell,,,
libe-641319,rejected,not_closed_shell,,,
libe-137120,rejected,disallowed_element,,,
libe-137262,rejected,disallowed_element,,,
libe-180232,rejected,disallowed_element,,,
libe-180543,rejected,disallowed_element,,,
libe-180707,rejected,disallowed_element,,,
libe-117291,rejected,not_closed_shell,,,
libe-117293,rejected,not_closed_shell,,,
libe-117295,rejected,not_closed_shell,,,
libe-117297,rejected,not_closed_shell,,,
libe-117299,rejected,not_closed_shell,,,
libe-117301,rejected,not_closed_shell,,,
libe-117302,rejected,not_closed_shell,,,
libe-117306,rejected,not_closed_shell,,,
libe-117319,rejected,not_closed_shell,,,
libe-117320,rejected,not_closed_shell,,,
libe-117327,rejected,not_closed_shell,,,
libe-117336,rejected,not_closed_shell,,,
libe-117347,rejected,not_closed_shell,,,
libe-502780,rejected,disallowed_element,,,
libe-136220,rejected,disallowed_element,,,
libe-224862,rejected,not_closed_shell,,,
libe-120709,rejected,disallowed_element,,,
libe-137403,rejected,disallowed_element,,,
libe-501288,rejected,disallowed_element,,,
libe-511212,rejected,disallowed_element,,,
libe-514835,rejected,disallowed_element,,,
libe-545144,rejected,not_closed_shell,,,
libe-116138,rejected,not_closed_shell,,,
libe-116146,rejected,not_closed_shell,,,
libe-502143,rejected,disallowed_element,,,
libe-132045,rejected,not_closed_shell,,,
libe-132049,rejected,not_closed_shell,,,
libe-132050,rejected,not_closed_shell,,,
libe-132054,rejected,not_closed_shell,,,
libe-132056,rejected,not_closed_shell,,,
libe-132062,rejected,not_closed_shell,,,
libe-132064,rejected,not_closed_shell,,,
libe-132077,rejected,not_closed_shell,,,
libe-141052,rejected,not_closed_shell,,,
libe-141191,rejected,not_closed_shell,,,
libe-141395,rejected,not_closed_shell,,,
libe-141413,rejected,not_closed_shell,,,
libe-141464,rejected,not_closed_shell,,,
libe-141487,rejected,not_closed_shell,,,
libe-141572,rejected,not_closed_shell,,,
libe-141609,rejected,not_closed_shell,,,
libe-425665,rejected,not_closed_shell,,,
libe-428882,rejected,not_closed_shell,,,
libe-430008,rejected,not_closed_shell,,,
libe-433256,rejected,not_closed_shell,,,
libe-443894,rejected,not_closed_shell,,,
libe-447189,rejected,not_closed_shell,,,
libe-141634,rejected,disallowed_element,,,
libe-497396,rejected,disallowed_element,,,
libe-640618,rejected,not_closed_shell,,,
libe-116291,rejected,mass_out_of_range,50.059999999999995,,
libe-116292,rejected,mass_out_of_range,50.059999999999995,,
libe-116298,rejected,mass_out_of_range,50.059999999999995,,
libe-116302,rejected,mass_out_of_range,50.059999999999995,,
libe-116303,rejected,mass_out_of_range,50.059999999999995,,
libe-116304,rejected,mass_out_of_range,50.059999999999995,,
libe-224896,rejected,not_closed_shell,50.059999999999995,,
libe-224901,rejected,not_closed_shell,50.059999999999995,,
libe-224908,rejected,not_closed_shell,50.059999999999995,,
libe-224915,rejected,not_closed_shell,50.059999999999995,,
libe-224920,rejected,not_closed_shell,50.059999999999995,,
libe-518914,rejected,disallowed_element,,,
libe-521772,rejected,disallowed_element,,,
libe-641141,rejected,not_closed_shell,,,
libe-116736,rejected,mass_out_of_range,58.080000000000005,,
libe-636449,rejected,mass_out_of_range,58.080000000000005,,
libe-225576,rejected,not_closed_shell,58.080000000000005,,
libe-135887,rejected,not_closed_shell,,,
libe-135889,rejected,not_closed_shell,,,
libe-137408,rejected,not_closed_shell,,,
libe-137410,rejected,not_closed_shell,,,
libe-137535,rejected,not_closed_shell,,,
libe-204684,rejected,not_closed_shell,,,
libe-204694,rejected,not_closed_shell,,,
libe-204750,rejected,not_closed_shell,,,
libe-204943,rejected,not_closed_shell,,,
libe-205113,rejected,not_closed_shell,,,
libe-205209,rejected,not_closed_shell,,,
libe-205685,rejected,not_closed_shell,,,
libe-545339,rejected,disallowed_element,,,
libe-545578,rejected,disallowed_element,,,
libe-117655,rejected,not_closed_shell,,,
libe-117665,rejected,not_closed_shell,,,
libe-120255,rejected,not_closed_shell,,,
libe-120276,rejected,not_closed_shell,,,
libe-136971,rejected,not_closed_shell,,,
libe-136976,rejected,not_closed_shell,,,
libe-502238,rejected,disallowed_element,,,
libe-502250,rejected,disallowed_element,,,
libe-502529,rejected,disallowed_element,,,
libe-517496,rejected,not_closed_shell,,,
libe-521809,rejected,not_closed_shell,,,
libe-524454,rejected,not_closed_shell,,,
libe-527047,rejected,not_closed_shell,,,
libe-115848,rejected,disallowed_element,,,
libe-115852,rejected,disallowed_element,,,
libe-119574,rejected,disallowed_element,,,
libe-119576,rejected,disallowed_element,,,
libe-119595,rejected,disallowed_element,,,
libe-119603,rejected,disallowed_element,,,
libe-119608,rejected,disallowed_element,,,
libe-119650,rejected,disallowed_element,,,
libe-119651,rejected,disallowed_element,,,
libe-119652,rejected,disallowed_element,,,
libe-119657,rejected,disallowed_element,,,
libe-119658,rejected,disallowed_element,,,
libe-119667,rejected,disallowed_element,,,
libe-119669,rejected,disallowed_element,,,
libe-119678,rejected,disallowed_element,,,
libe-119679,rejected,disallowed_element,,,
libe-119686,rejected,disallowed_element,,,
libe-175954,rejected,disallowed_element,,,
libe-175974,rejected,disallowed_element,,,
libe-175997,rejected,disallowed_element,,,
libe-176501,rejected,disallowed_element,,,
libe-641657,rejected,not_closed_shell,,,
libe-641666,rejected,not_closed_shell,,,
libe-641680,rejected,not_closed_shell,,,
libe-641681,rejected,not_closed_shell,,,
libe-641684,rejected,not_closed_shell,,,
libe-641685,rejected,not_closed_shell,,,
libe-641692,rejected,not_closed_shell,,,
libe-641696,rejected,not_closed_shell,,,
libe-641702,rejected,not_closed_shell,,,
libe-641714,rejected,not_closed_shell,,,
libe-641730,rejected,not_closed_shell,,,
libe-641733,rejected,not_closed_shell,,,
libe-641788,rejected,not_closed_shell,,,
libe-641813,rejected,not_closed_shell,,,
libe-641864,rejected,not_closed_shell,,,
libe-641870,rejected,not_closed_shell,,,
libe-641876,rejected,not_closed_shell,,,
libe-642009,rejected,not_closed_shell,,,
libe-529248,rejected,not_closed_shell,,,
libe-511219,rejected,not_closed_shell,,,
libe-542380,rejected,not_closed_shell,,,
libe-631247,rejected,not_closed_shell,,,
libe-631280,rejected,not_closed_shell,,,
libe-115770,rejected,disallowed_element,,,
libe-119421,rejected,disallowed_element,,,
libe-637183,rejected,disallowed_element,,,
libe-225771,rejected,not_closed_shell,,,
libe-226084,rejected,not_closed_shell,,,
libe-115783,rejected,disallowed_element,,,
libe-120743,rejected,disallowed_element,,,
libe-121230,rejected,disallowed_element,,,
libe-121239,rejected,disallowed_element,,,
libe-121240,rejected,disallowed_element,,,
libe-121677,rejected,disallowed_element,,,
libe-631504,rejected,disallowed_element,,,
libe-631517,rejected,disallowed_element,,,
libe-631528,rejected,disallowed_element,,,
libe-631536,rejected,disallowed_element,,,
libe-631539,rejected,disallowed_element,,,
libe-631545,rejected,disallowed_element,,,
libe-631547,rejected,disallowed_element,,,
libe-631571,rejected,disallowed_element,,,
libe-631574,rejected,disallowed_element,,,
libe-631823,rejected,disallowed_element,,,
libe-631856,rejected,disallowed_element,,,
libe-631859,rejected,disallowed_element,,,
libe-634038,rejected,disallowed_element,,,
libe-639219,rejected,missing_anion_match,76.069,libe-497553,
libe-640191,rejected,not_closed_shell,76.069,,
libe-497688,rejected,not_closed_shell,,,
libe-524589,rejected,not_closed_shell,,,
libe-497561,rejected,disallowed_element,,,
libe-642688,rejected,not_closed_shell,,,
libe-173718,rejected,not_closed_shell,,,
libe-138106,rejected,not_closed_shell,,,
libe-116007,rejected,mass_out_of_range,15.999,,
libe-140748,rejected,disallowed_element,,,
libe-140752,rejected,disallowed_element,,,
libe-140755,rejected,disallowed_element,,,
libe-140809,rejected,disallowed_element,,,
libe-140814,rejected,disallowed_element,,,
libe-140882,rejected,disallowed_element,,,
libe-141017,rejected,disallowed_element,,,
libe-141048,rejected,disallowed_element,,,
libe-638569,rejected,disallowed_element,,,
libe-118510,rejected,disallowed_element,,,
libe-119376,rejected,disallowed_element,,,
libe-640760,rejected,not_closed_shell,,,
libe-640952,rejected,not_closed_shell,,,
libe-641059,rejected,not_closed_shell,,,
libe-137374,rejected,not_closed_shell,,,
libe-545170,rejected,not_closed_shell,,,
libe-517080,rejected,disallowed_element,,,
libe-520492,rejected,disallowed_element,,,
libe-520584,rejected,disallowed_element,,,
libe-522588,rejected,disallowed_element,,,
libe-115829,rejected,disallowed_element,,,
libe-225503,rejected,not_closed_shell,,,
libe-115946,rejected,not_closed_shell,15.035,,
libe-137020,rejected,not_closed_shell,,,
libe-140642,rejected,not_closed_shell,,,
libe-137145,rejected,not_closed_shell,,,
libe-179131,rejected,not_closed_shell,,,
libe-179747,rejected,not_closed_shell,,,
libe-119444,rejected,disallowed_element,,,
libe-119449,rejected,disallowed_element,,,
libe-136964,rejected,disallowed_element,,,
libe-119451,rejected,disallowed_element,,,
libe-119471,rejected,disallowed_element,,,
libe-119534,rejected,disallowed_element,,,
libe-119544,rejected,disallowed_element,,,
libe-119556,rejected,disallowed_element,,,
libe-119558,rejected,disallowed_element,,,
libe-119565,rejected,disallowed_element,,,
libe-226820,rejected,not_closed_shell,,,
libe-226822,rejected,not_closed_shell,,,
libe-226836,rejected,not_closed_shell,,,
libe-226841,rejected,not_closed_shell,,,
libe-226849,rejected,not_closed_shell,,,
libe-226853,rejected,not_closed_shell,,,
libe-226867,rejected,not_closed_shell,,,
libe-226884,rejected,not_closed_shell,,,
libe-227223,rejected,not_closed_shell,,,
libe-639718,rejected,not_closed_shell,,,
libe-631765,rejected,disallowed_element,,,
libe-631840,rejected,disallowed_element,,,
libe-631845,rejected,disallowed_element,,,
libe-631920,rejected,disallowed_element,,,
libe-631947,rejected,disallowed_element,,,
libe-631960,rejected,disallowed_element,,,
libe-631968,rejected,disallowed_element,,,
libe-632061,rejected,disallowed_element,,,
libe-545587,rejected,not_closed_shell,,,
libe-515378,rejected,disallowed_element,,,
libe-520262,rejected,disallowed_element,,,
libe-524387,rejected,disallowed_element,,,
libe-528095,rejected,disallowed_element,,,
libe-528990,rejected,disallowed_element,,,
libe-534688,rejected,disallowed_element,,,
libe-116091,rejected,mass_out_of_range,44.053,,
libe-116103,rejected,mass_out_of_range,44.053,,
libe-182500,rejected,mass_out_of_range,44.053,,
libe-510450,rejected,mass_out_of_range,44.053,,
libe-516753,rejected,mass_out_of_range,44.053,,
libe-224772,rejected,not_closed_shell,44.053,,
libe-224784,rejected,not_closed_shell,44.053,,
libe-640142,rejected,not_closed_shell,44.053,,
libe-640289,rejected,not_closed_shell,44.053,,
libe-519379,rejected,disallowed_element,,,
libe-520288,rejected,disallowed_element,,,
libe-520464,rejected,disallowed_element,,,
libe-520630,rejected,disallowed_element,,,
libe-522358,rejected,disallowed_element,,,
libe-523955,rejected,disallowed_element,,,
libe-526843,rejected,disallowed_element,,,
libe-536386,rejected,disallowed_element,,,
libe-524948,rejected,not_closed_shell,,,
libe-545349,rejected,disallowed_element,,,
libe-545375,rejected,disallowed_element,,,
libe-515333,rejected,not_closed_shell,,,
libe-520620,rejected,not_closed_shell,,,
libe-524319,rejected,not_closed_shell,,,
libe-527294,rejected,not_closed_shell,,,
libe-528534,rejected,not_closed_shell,,,
libe-535231,rejected,not_closed_shell,,,
libe-121410,rejected,not_closed_shell,99.109,,
libe-121414,rejected,not_closed_shell,99.109,,
libe-525694,rejected,not_closed_shell,,,
libe-528491,rejected,not_closed_shell,,,
libe-118544,rejected,not_closed_shell,,,
libe-117890,rejected,disallowed_element,,,
libe-117914,rejected,disallowed_element,,,
libe-117925,rejected,disallowed_element,,,
libe-117940,rejected,disallowed_element,,,
libe-119002,rejected,disallowed_element,,,
libe-119005,rejected,disallowed_element,,,
libe-119008,rejected,disallowed_element,,,
libe-119010,rejected,disallowed_element,,,
libe-119014,rejected,disallowed_element,,,
libe-119016,rejected,disallowed_element,,,
libe-119018,rejected,disallowed_element,,,
libe-192462,rejected,disallowed_element,,,
libe-120302,rejected,not_closed_shell,,,
libe-516804,rejected,not_closed_shell,,,
libe-528244,rejected,not_closed_shell,,,
libe-535065,rejected,not_closed_shell,,,
libe-542104,rejected,not_closed_shell,,,
libe-542621,rejected,not_closed_shell,,,
libe-137619,rejected,not_closed_shell,,,
libe-501759,rejected,not_closed_shell,,,
libe-117893,rejected,disallowed_element,,,
libe-117894,rejected,disallowed_element,,,
libe-117916,rejected,disallowed_element,,,
libe-120676,rejected,disallowed_element,,,
libe-120688,rejected,disallowed_element,,,
libe-121531,rejected,disallowed_element,,,
libe-196988,rejected,disallowed_element,,,
libe-197032,rejected,disallowed_element,,,
libe-116021,rejected,mass_out_of_range,40.021,,
libe-116023,rejected,mass_out_of_range,40.021,,
libe-224598,rejected,not_closed_shell,40.021,,
libe-224604,rejected,not_closed_shell,40.021,,
libe-118175,rejected,disallowed_element,,,
libe-637201,rejected,disallowed_element,,,
libe-637199,rejected,disallowed_element,,,
libe-118193,rejected,disallowed_element,,,
libe-118223,rejected,disallowed_element,,,
libe-640646,rejected,not_closed_shell,,,
libe-640677,rejected,not_closed_shell,,,
libe-640721,rejected,not_closed_shell,,,
libe-640739,rejected,not_closed_shell,,,
libe-640855,rejected,not_closed_shell,,,
libe-132031,rejected,not_closed_shell,133.07899999999998,,
libe-132039,rejected,not_closed_shell,133.07899999999998,,
libe-132051,rejected,not_closed_shell,133.07899999999998,,
libe-132125,rejected,not_closed_shell,133.07899999999998,,
libe-135949,rejected,not_closed_shell,,,
libe-137437,rejected,not_closed_shell,,,
libe-137569,rejected,not_closed_shell,,,
libe-137616,rejected,not_closed_shell,,,
libe-202944,rejected,not_closed_shell,,,
libe-202969,rejected,not_closed_shell,,,
libe-203141,rejected,not_closed_shell,,,
libe-141254,rejected,disallowed_element,,,
libe-141374,rejected,disallowed_element,,,
libe-193000,rejected,disallowed_element,,,
libe-639744,rejected,not_closed_shell,,,
libe-116176,rejected,disallowed_element,,,
libe-116183,rejected,disallowed_element,,,
libe-116194,rejected,disallowed_element,,,
libe-132327,rejected,disallowed_element,,,
libe-210225,rejected,disallowed_element,,,
libe-210375,rejected,disallowed_element,,,
libe-224886,rejected,not_closed_shell,,,
libe-224890,rejected,not_closed_shell,,,
libe-224910,rejected,not_closed_shell,,,
libe-225019,rejected,not_closed_shell,,,
libe-641216,rejected,not_closed_shell,,,
libe-641305,rejected,not_closed_shell,,,
libe-501755,rejected,not_closed_shell,,,
libe-502177,rejected,disallowed_element,,,
libe-502331,rejected,disallowed_element,,,
libe-117651,rejected,not_closed_shell,73.07100000000001,,
libe-117653,rejected,not_closed_shell,73.07100000000001,,
libe-201393,rejected,not_closed_shell,73.07100000000001,,
libe-201468,rejected,not_closed_shell,73.07100000000001,,
libe-525836,rejected,not_closed_shell,73.07100000000001,,
libe-631581,rejected,not_closed_shell,73.071,,
libe-138081,rejected,disallowed_element,,,
libe-136767,rejected,disallowed_element,,,
libe-136770,rejected,disallowed_element,,,
libe-136772,rejected,disallowed_element,,,
libe-502123,rejected,disallowed_element,,,
libe-220275,rejected,disallowed_element,,,
libe-135934,rejected,not_closed_shell,,,
libe-136162,rejected,not_closed_shell,,,
libe-190068,rejected,not_closed_shell,,,
libe-190109,rejected,not_closed_shell,,,
libe-190152,rejected,not_closed_shell,,,
libe-190258,rejected,not_closed_shell,,,
libe-190292,rejected,not_closed_shell,,,
libe-190351,rejected,not_closed_shell,,,
libe-190692,rejected,not_closed_shell,,,
libe-141079,rejected,disallowed_element,,,
libe-141182,rejected,disallowed_element,,,
libe-141370,rejected,disallowed_element,,,
libe-141515,rejected,disallowed_element,,,
libe-141497,rejected,not_closed_shell,,,
libe-141605,rejected,not_closed_shell,,,
libe-461408,rejected,not_closed_shell,,,
libe-461479,rejected,not_closed_shell,,,
libe-631420,rejected,not_closed_shell,,,
libe-631448,rejected,not_closed_shell,,,
libe-631451,rejected,not_closed_shell,,,
libe-631459,rejected,not_closed_shell,,,
libe-631489,rejected,not_closed_shell,,,
libe-631562,rejected,not_closed_shell,,,
libe-631852,rejected,not_closed_shell,,,
libe-631896,rejected,not_closed_shell,,,
libe-632023,rejected,not_closed_shell,,,
libe-632056,rejected,not_closed_shell,,,
libe-632085,rejected,not_closed_shell,,,
libe-634039,rejected,not_closed_shell,,,
libe-511301,rejected,disallowed_element,,,
libe-514936,rejected,disallowed_element,,,
libe-529229,rejected,disallowed_element,,,
libe-542127,rejected,disallowed_element,,,
libe-516718,rejected,disallowed_element,,,
libe-528084,rejected,disallowed_element,,,
libe-137713,rejected,not_closed_shell,,,
libe-137717,rejected,not_closed_shell,,,
libe-120245,rejected,not_closed_shell,89.07000000000001,,
libe-120252,rejected,not_closed_shell,89.07000000000001,,
libe-120256,rejected,not_closed_shell,89.07000000000001,,
libe-120288,rejected,not_closed_shell,89.07000000000001,,
libe-132457,rejected,not_closed_shell,89.07000000000001,,
libe-201581,rejected,not_closed_shell,89.07000000000001,,
libe-201894,rejected,not_closed_shell,89.07000000000001,,
libe-631604,rejected,not_closed_shell,89.07,,
libe-631701,rejected,not_closed_shell,89.07,,
libe-523663,rejected,disallowed_element,,,
libe-527716,rejected,disallowed_element,,,
libe-642618,rejected,not_closed_shell,,,
libe-525523,rejected,not_closed_shell,,,
libe-121668,rejected,not_closed_shell,,,
libe-510374,rejected,disallowed_element,,,
libe-510582,rejected,disallowed_element,,,
libe-510910,rejected,disallowed_element,,,
libe-514880,rejected,disallowed_element,,,
libe-514889,rejected,disallowed_element,,,
libe-515178,rejected,disallowed_element,,,
libe-515228,rejected,disallowed_element,,,
libe-515406,rejected,disallowed_element,,,
libe-516181,rejected,disallowed_element,,,
libe-523875,rejected,disallowed_element,,,
libe-524335,rejected,disallowed_element,,,
libe-524682,rejected,disallowed_element,,,
libe-528324,rejected,disallowed_element,,,
libe-542306,rejected,disallowed_element,,,
libe-524742,rejected,not_closed_shell,,,
libe-120090,rejected,not_closed_shell,,,
libe-501738,rejected,not_closed_shell,,,
libe-501831,rejected,not_closed_shell,,,
libe-115839,accepted,,70.047,libe-178775,libe-117849
libe-115840,accepted,,70.047,libe-117851,libe-117848
libe-118727,accepted,,70.04700000000001,libe-117560,libe-117550
libe-118728,accepted,,70.04700000000001,libe-117559,libe-117549
libe-635653,rejected,missing_cation_match,70.04700000000001,,
libe-175816,rejected,missing_cation_match,70.04700000000001,,
libe-175829,accepted,,70.04700000000001,libe-175956,libe-175990
libe-175857,rejected,missing_cation_match,70.04700000000001,,
libe-175896,rejected,missing_cation_match,70.04700000000001,,
libe-175906,rejected,missing_cation_match,70.04700000000001,,
libe-176373,rejected,missing_anion_match,70.04700000000001,libe-176079,
libe-226111,rejected,not_closed_shell,70.04700000000001,,
libe-226120,rejected,not_closed_shell,70.04700000000001,,
libe-226393,rejected,not_closed_shell,70.04700000000001,,
libe-226545,rejected,not_closed_shell,70.04700000000001,,
libe-639579,rejected,not_closed_shell,70.04700000000001,,
libe-639581,rejected,not_closed_shell,70.04700000000001,,
libe-639685,rejected,not_closed_shell,70.04700000000001,,
libe-639734,rejected,not_closed_shell,70.04700000000001,,
libe-639764,rejected,not_closed_shell,70.04700000000001,,
libe-639781,rejected,not_closed_shell,70.04700000000001,,
libe-135793,rejected,not_closed_shell,,,
libe-510999,rejected,disallowed_element,,,
libe-511062,rejected,disallowed_element,,,
libe-515524,rejected,disallowed_element,,,
libe-515683,rejected,disallowed_element,,,
libe-516297,rejected,disallowed_element,,,
libe-517330,rejected,disallowed_element,,,
libe-520355,rejected,disallowed_element,,,
libe-520617,rejected,disallowed_element,,,
libe-520935,rejected,disallowed_element,,,
libe-521814,rejected,disallowed_element,,,
libe-522654,rejected,disallowed_element,,,
libe-525041,rejected,disallowed_element,,,
libe-525436,rejected,disallowed_element,,,
libe-525473,rejected,disallowed_element,,,
